,mean_val_score,std_val_score,rank_val_score,model__class_weight,model__criterion,model__max_depth,model__max_features,model__min_samples_leaf,model__n_estimators
0,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,100
1,0.8105263157894737,0.391884430926027,141,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,400
2,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,100
3,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,400
4,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,100
5,0.8105263157894737,0.391884430926027,141,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,400
6,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,100
7,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,400
8,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,100
9,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,400
10,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,100
11,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,400
12,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,100
13,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,400
14,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,100
15,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,400
16,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,100
17,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,400
18,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,100
19,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,400
20,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,100
21,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,400
22,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,100
23,0.8105263157894737,0.3918844309260269,141,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,400
24,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,,sqrt,1,100
25,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,,sqrt,1,400
26,0.8736842105263158,0.3322049229065159,4,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,,sqrt,3,100
27,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,,sqrt,3,400
28,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,,sqrt,5,100
29,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 1, 'below_than_avg': 0.5}",gini,,sqrt,5,400
30,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,4.0,sqrt,1,100
31,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,4.0,sqrt,1,400
32,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,4.0,sqrt,3,100
33,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,4.0,sqrt,3,400
34,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,4.0,sqrt,5,100
35,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,4.0,sqrt,5,400
36,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,8.0,sqrt,1,100
37,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,8.0,sqrt,1,400
38,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,8.0,sqrt,3,100
39,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,8.0,sqrt,3,400
40,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,8.0,sqrt,5,100
41,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,8.0,sqrt,5,400
42,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,16.0,sqrt,1,100
43,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,16.0,sqrt,1,400
44,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,16.0,sqrt,3,100
45,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,16.0,sqrt,3,400
46,0.8,0.4,152,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,16.0,sqrt,5,100
47,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,16.0,sqrt,5,400
48,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,24.0,sqrt,1,100
49,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,24.0,sqrt,1,400
50,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,24.0,sqrt,3,100
51,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,24.0,sqrt,3,400
52,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,24.0,sqrt,5,100
53,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,24.0,sqrt,5,400
54,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,1,100
55,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,1,400
56,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,3,100
57,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,3,400
58,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,5,100
59,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 1, 'below_than_avg': 1}",gini,,sqrt,5,400
60,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,100
61,0.7684210526315789,0.42184136651608156,188,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,400
62,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,100
63,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,400
64,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,100
65,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,400
66,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,100
67,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,400
68,0.8105263157894737,0.391884430926027,141,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,100
69,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,400
70,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,100
71,0.8,0.4,152,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,400
72,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,100
73,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,400
74,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,100
75,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,400
76,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,100
77,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,400
78,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,100
79,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,400
80,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,100
81,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,400
82,0.7894736842105263,0.40768245749551757,168,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,100
83,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,400
84,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,1,100
85,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,1,400
86,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,3,100
87,0.8105263157894737,0.391884430926027,141,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,3,400
88,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,5,100
89,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 2, 'below_than_avg': 0.5}",gini,,sqrt,5,400
90,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,1,100
91,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,1,400
92,0.8,0.4,152,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,3,100
93,0.8,0.4,152,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,3,400
94,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,5,100
95,0.8105263157894737,0.391884430926027,141,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,4.0,sqrt,5,400
96,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,1,100
97,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,1,400
98,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,3,100
99,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,3,400
100,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,5,100
101,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,8.0,sqrt,5,400
102,0.8842105263157894,0.3199722979699088,1,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,1,100
103,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,1,400
104,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,3,100
105,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,3,400
106,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,5,100
107,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,16.0,sqrt,5,400
108,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,1,100
109,0.8842105263157894,0.3199722979699088,1,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,1,400
110,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,3,100
111,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,3,400
112,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,5,100
113,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,24.0,sqrt,5,400
114,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,1,100
115,0.8526315789473684,0.3544728050627945,25,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,1,400
116,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,3,100
117,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,3,400
118,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,5,100
119,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 2, 'below_than_avg': 1}",gini,,sqrt,5,400
120,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,100
121,0.7473684210526316,0.43452141980105874,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,1,400
122,0.7473684210526316,0.4345214198010588,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,100
123,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,3,400
124,0.7473684210526316,0.4345214198010588,205,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,100
125,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,4.0,sqrt,5,400
126,0.8526315789473684,0.35447280506279455,25,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,100
127,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,1,400
128,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,100
129,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,3,400
130,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,100
131,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,8.0,sqrt,5,400
132,0.8736842105263158,0.3322049229065159,4,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,100
133,0.8842105263157894,0.3199722979699088,1,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,1,400
134,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,100
135,0.8105263157894737,0.391884430926027,141,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,3,400
136,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,100
137,0.7684210526315789,0.42184136651608156,188,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,16.0,sqrt,5,400
138,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,100
139,0.8736842105263158,0.3322049229065159,4,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,1,400
140,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,100
141,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,3,400
142,0.7684210526315789,0.42184136651608156,188,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,100
143,0.7684210526315789,0.42184136651608156,188,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,24.0,sqrt,5,400
144,0.8631578947368421,0.3436805835224106,9,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,1,100
145,0.8631578947368421,0.3436805835224106,9,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,1,400
146,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,3,100
147,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,3,400
148,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,5,100
149,0.7789473684210526,0.41495585988267425,176,"{'higher_than_avg': 3, 'below_than_avg': 0.5}",gini,,sqrt,5,400
150,0.7578947368421053,0.4283576831447538,196,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,1,100
151,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,1,400
152,0.7894736842105263,0.4076824574955175,168,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,3,100
153,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,3,400
154,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,5,100
155,0.7684210526315789,0.42184136651608156,188,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,4.0,sqrt,5,400
156,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,1,100
157,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,1,400
158,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,3,100
159,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,3,400
160,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,5,100
161,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,8.0,sqrt,5,400
162,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,1,100
163,0.8631578947368421,0.3436805835224106,9,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,1,400
164,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,3,100
165,0.8,0.3999999999999999,152,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,3,400
166,0.8210526315789474,0.3833082411796447,114,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,5,100
167,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,16.0,sqrt,5,400
168,0.8736842105263158,0.3322049229065159,4,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,1,100
169,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,1,400
170,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,3,100
171,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,3,400
172,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,5,100
173,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,24.0,sqrt,5,400
174,0.8421052631578947,0.3646422752776584,43,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,1,100
175,0.8631578947368421,0.34368058352241065,9,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,1,400
176,0.8210526315789474,0.38330824117964474,114,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,3,100
177,0.8315789473684211,0.37423976493960376,74,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,3,400
178,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,5,100
179,0.8,0.4,152,"{'higher_than_avg': 3, 'below_than_avg': 1}",gini,,sqrt,5,400
180,0.7684210526315789,0.42184136651608156,188,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,4.0,sqrt,1,100
181,0.7473684210526316,0.4345214198010588,205,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,4.0,sqrt,1,400
182,0.7789473684210526,0.41495585988267425,176,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,4.0,sqrt,3,100
183,0.7578947368421053,0.4283576831447538,196,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,4.0,sqrt,3,400
184,0.7473684210526316,0.4345214198010588,205,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,4.0,sqrt,5,100
185,0.7368421052631579,0.4403473823863557,210,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,4.0,sqrt,5,400
186,0.8631578947368421,0.3436805835224106,9,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,8.0,sqrt,1,100
187,0.8315789473684211,0.37423976493960376,74,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,8.0,sqrt,1,400
188,0.8,0.4,152,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,8.0,sqrt,3,100
189,0.8315789473684211,0.37423976493960376,74,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,8.0,sqrt,3,400
190,0.7684210526315789,0.42184136651608156,188,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,8.0,sqrt,5,100
191,0.7789473684210526,0.41495585988267425,176,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,8.0,sqrt,5,400
192,0.8526315789473684,0.3544728050627945,25,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,16.0,sqrt,1,100
193,0.8526315789473684,0.3544728050627945,25,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,16.0,sqrt,1,400
194,0.7789473684210526,0.41495585988267425,176,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,16.0,sqrt,3,100
195,0.8,0.4,152,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,16.0,sqrt,3,400
196,0.8105263157894737,0.391884430926027,141,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,16.0,sqrt,5,100
197,0.7684210526315789,0.42184136651608156,188,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,16.0,sqrt,5,400
198,0.8526315789473684,0.3544728050627945,25,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,24.0,sqrt,1,100
199,0.8631578947368421,0.3436805835224106,9,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,24.0,sqrt,1,400
200,0.8315789473684211,0.37423976493960376,74,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,24.0,sqrt,3,100
201,0.8,0.39999999999999997,152,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,24.0,sqrt,3,400
202,0.7578947368421053,0.4283576831447538,196,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,24.0,sqrt,5,100
203,0.8,0.4,152,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,24.0,sqrt,5,400
204,0.8631578947368421,0.3436805835224106,9,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,,sqrt,1,100
205,0.8736842105263158,0.3322049229065159,4,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,,sqrt,1,400
206,0.8105263157894737,0.391884430926027,141,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,,sqrt,3,100
207,0.8105263157894737,0.391884430926027,141,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,,sqrt,3,400
208,0.8105263157894737,0.391884430926027,141,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,,sqrt,5,100
209,0.7789473684210526,0.41495585988267425,176,"{'below_than_avg': 0.58, 'higher_than_avg': 3.61}",gini,,sqrt,5,400
